class,module,npm_install,jelly_exit,seconds,note,packages,modules,functions,code_size_main_kb,dependencies_kb,edges_fun2fun,edges_call2fun,calls_zero_or_one_pct,calls_multiple_pct,calls_native_external_pct,calls_total,funcs_zero_callers_pct,funcs_reachable_pct,jelly_time_ms,jelly_memory_mb,errors,warnings,oom,unresolved_module_warnings
path-traversal,welcomyzt_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,wenluhong1_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,wenluhong11_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,wenluhong111_1.0.0,ok,0,0.39,,1,1,7,2,0,7,7,32.0,0.0,68.0,25,0.0,100.0,42,32,2,0,False,2
path-traversal,wffserve_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,willvdb_test_server_0.0.0,ok,0,0.40,,2,2,11,1,2,11,11,21.82,0.0,78.18,55,0.0,100.0,57,36,0,0,False,0
path-traversal,wind-mvc_0.0.6,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,wintiwebdev_1.0.0,ok,0,0.40,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,wrlc_0.2.5,ok,0,0.42,,3,3,19,1,5,15,15,33.33,0.0,66.67,69,26.32,57.89,69,39,0,4,False,0
path-traversal,wuzhuang_1.0.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,wuzhuangserver_1.8.0,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,41,32,2,0,False,2
path-traversal,xbhxbh_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,xingbaohai_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,xxf11_1.0.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,yjmyjmyjm_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,yxxserver_1.0.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,yyooopack_3.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,yypsulie11_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,yzt_1.4.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,zhanglina_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,42,32,2,0,False,2
path-traversal,zhangranbigman_0.0.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,zhaolei1111_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,zjjserver_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,42,32,2,0,False,2
path-traversal,zs123_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,zwserver_0.1.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,zxyserver_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,43,32,2,0,False,2
code-injection,access-policy_3.1.0,ok,0,0.42,,2,7,24,1,5,21,21,41.67,0.0,58.33,60,16.67,16.67,75,32,0,2,False,0
code-injection,cd-messenger_2.7.24,ok,0,0.54,,13,25,129,1,39,103,125,56.1,0.3,43.6,328,40.31,23.26,192,51,0,70,False,0
code-injection,djv_2.0.0,ok,0,0.54,,3,30,99,1,49,166,220,55.14,0.54,44.32,370,16.16,78.79,180,47,0,26,False,0
code-injection,hot-formula-parser_3.0.0,ok,0,1.46,,6,42,1088,1,412,1362,1867,52.19,0.3,47.51,3702,61.03,9.19,1095,184,0,310,False,0
code-injection,is-my-json-valid_2.20.0,ok,0,0.51,,9,10,82,1,39,96,266,64.52,0.24,35.24,420,31.71,60.98,156,62,1,24,False,1
code-injection,jsen_0.6.6,ok,0,0.55,,2,9,95,1,43,105,154,39.77,0.0,60.23,435,40.0,46.32,194,57,0,39,False,0
code-injection,json-ptr_2.0.0,ok,0,0.54,,3,6,139,2,39,122,179,45.72,3.48,50.8,374,43.17,7.19,186,55,0,47,False,0
code-injection,js-yaml_3.13.0,ok,0,1.32,,3,32,594,1,380,1490,2089,76.12,1.98,21.9,2630,11.11,38.05,951,181,0,31,False,0
code-injection,kmc_1.2.2,ok,0,0.70,,5,30,219,1,152,145,179,35.64,0.0,64.36,665,57.53,15.07,330,75,0,37,False,0
code-injection,local-devices_2.0.0,ok,0,0.50,,7,12,70,1,27,91,104,41.89,0.75,57.36,265,15.71,64.29,143,54,0,9,False,0
code-injection,marsdb_0.6.11,ok,0,1.00,,8,57,791,1,287,1379,1672,46.14,6.3,47.57,2033,39.06,38.31,643,119,0,93,False,0
code-injection,mathjs_3.10.3,ok,0,58.84,,8,515,2441,2,1470,63257,153978,37.29,21.3,41.41,9664,46.78,43.47,57984,6101,0,10634,False,0
code-injection,mathjs_3.9.0,ok,0,56.91,,7,512,2414,2,1458,62037,151571,37.25,21.39,41.36,9586,46.98,43.37,56065,5867,0,10595,False,0
code-injection,mixin-pro_0.6.0,ok,0,0.42,,2,2,14,1,7,13,16,44.74,2.63,52.63,38,21.43,71.43,69,39,0,4,False,0
code-injection,m-log_0.0.1,ok,0,0.50,,4,16,86,1,30,53,86,54.32,0.41,45.27,243,47.67,32.56,141,55,0,27,False,0
code-injection,mobile-icon-resizer_0.4.0,ok,0,0.53,,5,7,213,1,42,421,477,51.02,19.8,29.19,394,21.6,61.03,175,50,0,16,False,0
code-injection,modjs_0.4.0,ok,0,2.35,,109,212,2090,1,971,4163,5394,51.06,7.06,41.88,7281,28.23,27.51,1969,261,0,464,False,0
code-injection,modulify_0.1.0,ok,0,1.14,,3,3,444,1,287,1287,1790,85.04,2.65,12.3,1959,0.9,1.13,777,146,0,11,False,0
code-injection,mol-proto_0.1.3,ok,0,0.50,,2,10,128,1,64,91,99,47.76,1.87,50.37,268,55.47,23.44,146,58,0,27,False,0
code-injection,mongoosemask_0.0.6,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
code-injection,mongo-parse_2.1.0,ok,0,0.48,,2,5,77,1,26,78,97,68.02,0.0,31.98,172,36.36,16.88,118,48,0,34,False,0
code-injection,mosc_1.0.0,ok,0,0.41,,2,2,8,1,3,7,8,40.0,0.0,60.0,30,37.5,62.5,54,36,0,8,False,0
code-injection,node-extend_0.2.0,ok,0,0.40,,2,3,3,1,1,3,3,28.57,0.0,71.43,21,0.0,100.0,48,33,0,1,False,0
code-injection,node-rules_3.0.0,ok,0,0.63,,3,5,210,1,73,939,1135,62.65,12.26,25.1,514,35.24,55.24,264,60,0,57,False,0
code-injection,node-serialize_0.0.3,ok,0,0.41,,2,2,7,1,3,8,8,25.0,0.0,75.0,32,0.0,85.71,57,37,0,4,False,0
code-injection,open_0.0.5,ok,0,0.40,,2,2,4,1,2,4,7,38.46,0.0,61.54,26,0.0,100.0,47,33,0,0,False,0
code-injection,pixl-class_1.0.0,ok,0,0.40,,2,2,4,1,3,4,4,23.33,0.0,76.67,30,0.0,100.0,54,35,0,4,False,0
code-injection,realms-shim_1.1.0,ok,0,0.46,,2,2,68,1,13,77,93,59.39,0.51,40.1,197,26.47,72.06,105,38,0,21,False,0
code-injection,reduce-css-calc_1.2.0,ok,0,0.43,,5,5,15,1,8,16,19,55.26,0.0,44.74,76,6.67,93.33,80,35,0,1,False,0
code-injection,safe-eval_0.2.0,ok,0,0.39,,2,2,3,1,1,3,3,21.43,0.0,78.57,14,0.0,100.0,41,32,0,2,False,0
code-injection,safer-eval_1.3.1,ok,0,0.43,,3,4,36,1,14,39,48,63.81,1.9,34.29,105,16.67,83.33,85,38,0,14,False,0
code-injection,serialize-javascript_2.0.0,ok,0,0.42,,2,2,9,1,6,7,8,25.86,0.0,74.14,58,33.33,33.33,63,39,0,3,False,0
code-injection,serialize-to-js_0.5.0,ok,0,0.69,,3,11,181,2,200,337,638,72.16,0.1,27.73,970,13.81,2.21,325,78,0,37,False,0
code-injection,static-eval_1.1.1,ok,0,1.56,,7,20,754,1,541,1723,2434,72.84,2.05,25.11,3262,18.83,65.92,1183,223,0,39,False,0
code-injection,thenify_3.3.0,ok,0,0.42,,3,5,13,1,8,11,11,39.02,0.0,60.98,41,30.77,69.23,69,39,0,5,False,0
code-injection,underscore_1.13.0-0,ok,0,0.62,,2,3,186,1,68,926,1123,64.27,13.73,22.0,459,32.8,56.99,253,74,0,58,False,0
code-injection,value-censorship_1.1.0,ok,0,1.27,,8,110,701,1,511,1472,2063,67.71,0.89,31.4,3153,22.68,54.78,908,170,0,59,False,0
code-injection,veval_1.0.0,ok,0,0.39,,2,2,2,1,1,2,2,18.18,0.0,81.82,11,0.0,100.0,40,32,0,0,False,0
code-injection,wifiscanner_1.0.1,ok,0,0.63,,5,14,327,1,75,1003,1151,49.39,16.46,34.15,735,16.82,71.87,266,71,1,57,False,1
code-injection,zhaoyao91-eval-in-vm_0.0.0,ok,0,0.39,,2,2,2,1,1,2,2,16.67,0.0,83.33,12,0.0,100.0,42,32,0,2,False,0
